HR,EDA,TEMP,Label
97.0,0.09582299739122391,31.6299991607666,1
97.0,0.09582299739122391,31.6299991607666,1
97.0,0.08479800075292587,33.28799819946289,1
97.0,0.08521000295877457,33.28799819946289,1
97.0,0.08538900315761566,33.28799819946289,1
97.0,0.08538900315761566,33.266998291015625,1
97.0,0.08538900315761566,33.266998291015625,1
97.0,0.0857980027794838,33.327999114990234,1
97.0,0.0857980027794838,33.327999114990234,1
97.0,0.08599799871444702,33.35499954223633,1
97.0,0.08634500205516815,33.35499954223633,1
97.0,0.08634500205516815,33.33100128173828,1
97.0,0.08671200275421143,33.33100128173828,1
97.0,0.08690200001001358,33.33100128173828,1
97.0,0.08690200001001358,33.35599899291992,1
74.0,0.08690200001001358,33.35599899291992,1
74.0,0.08719199895858765,33.35599899291992,1
74.0,0.08719199895858765,33.367000579833984,1
74.0,0.087227001786232,33.367000579833984,1
74.0,0.087227001786232,33.37099838256836,1
74.0,0.087227001786232,33.37099838256836,1
74.0,0.0875609964132309,33.37300109863281,1
74.0,0.08767899870872498,33.37300109863281,1
74.0,0.08786600083112717,33.37300109863281,1
74.0,0.08786600083112717,33.303001403808594,1
74.0,0.08786600083112717,33.303001403808594,1
74.0,0.08818499743938446,33.27299880981445,1
74.0,0.08825799822807312,33.27299880981445,1
74.0,0.08825799822807312,33.29499816894531,1
75.0,0.08825799822807312,33.29499816894531,1
75.0,0.08841899782419205,33.29499816894531,1
75.0,0.08851899951696396,33.29499816894531,1
75.0,0.08851899951696396,33.4109992980957,1
75.0,0.08879099786281586,33.4109992980957,1
75.0,0.08879099786281586,33.35499954223633,1
75.0,0.0887259989976883,33.35499954223633,1
75.0,0.0887259989976883,33.33100128173828,1
75.0,0.08898600190877914,33.33100128173828,1
75.0,0.08898600190877914,33.2140007019043,1
75.0,0.08896400034427643,33.2140007019043,1
82.0,0.08896400034427643,33.2140007019043,1
82.0,0.08910299837589264,33.2140007019043,1
82.0,0.08910299837589264,33.27000045776367,1
82.0,0.08927600085735321,33.27000045776367,1
82.0,0.08927600085735321,33.29399871826172,1
82.0,0.08933699876070023,33.29399871826172,1
82.0,0.08933699876070023,33.30500030517578,1
82.0,0.08951099961996078,33.30500030517578,1
82.0,0.08956299722194672,33.30500030517578,1
82.0,0.08956299722194672,33.415000915527344,1
