HR,EDA,TEMP,Label
61.0,0.3796890079975128,31.66699981689453,0
61.0,0.3796890079975128,31.66699981689453,0
61.0,0.3707039952278137,31.66699981689453,0
61.0,0.3707039952278137,31.714000701904297,0
66.0,0.3707039952278137,31.714000701904297,0
66.0,0.38139599561691284,31.770000457763672,0
66.0,0.38139599561691284,31.770000457763672,0
66.0,0.38545501232147217,31.770000457763672,0
66.0,0.39675700664520264,31.770000457763672,0
66.0,0.39675700664520264,31.79400062561035,0
66.0,0.3881649971008301,31.80500030517578,0
66.0,0.3881649971008301,31.80500030517578,0
66.0,0.40640100836753845,31.844999313354492,0
66.0,0.40640100836753845,31.844999313354492,0
66.0,0.39732301235198975,31.7549991607666,0
66.0,0.39732301235198975,31.7549991607666,0
66.0,0.39910200238227844,31.7549991607666,0
66.0,0.4403110146522522,31.680999755859375,0
66.0,0.4403110146522522,31.680999755859375,0
66.0,0.4403110146522522,31.680999755859375,0
66.0,0.39585399627685547,31.680999755859375,0
66.0,0.39585399627685547,31.791000366210938,0
66.0,0.38411399722099304,31.80299949645996,0
66.0,0.38411399722099304,31.80299949645996,0
66.0,0.42030099034309387,31.80299949645996,0
66.0,0.39062899351119995,31.70199966430664,0
66.0,0.39062899351119995,31.70199966430664,0
66.0,0.3903219997882843,31.729000091552734,0
66.0,0.3903219997882843,31.729000091552734,0
66.0,0.38492101430892944,31.775999069213867,0
66.0,0.38492101430892944,31.775999069213867,0
66.0,0.3954479992389679,31.775999069213867,0
66.0,0.37334999442100525,31.72599983215332,0
66.0,0.41091498732566833,31.84600067138672,0
66.0,0.41091498732566833,31.84600067138672,0
66.0,0.34196099638938904,31.82699966430664,0
66.0,0.34196099638938904,31.82699966430664,0
66.0,0.3837110102176666,31.82699966430664,0
64.0,0.3837110102176666,31.82699966430664,0
64.0,0.411206990480423,31.82699966430664,0
64.0,0.411206990480423,31.641000747680664,0
64.0,0.41906100511550903,31.702999114990234,0
64.0,0.41906100511550903,31.702999114990234,0
64.0,0.4062590003013611,31.801000595092773,0
64.0,0.4062590003013611,31.801000595092773,0
64.0,0.3992390036582947,31.801000595092773,0
64.0,0.4016599953174591,31.701000213623047,0
64.0,0.4016599953174591,31.701000213623047,0
64.0,0.37676799297332764,31.799999237060547,0
64.0,0.37676799297332764,31.799999237060547,0
64.0,0.4132100045681,31.841999053955078,0
69.0,0.4132100045681,31.841999053955078,0
69.0,0.3721719980239868,31.841999053955078,0
69.0,0.3721719980239868,31.825000762939453,0
69.0,0.40982499718666077,31.825000762939453,0
69.0,0.4078789949417114,31.783000946044922,0
69.0,0.4078789949417114,31.783000946044922,0
69.0,0.3957180082798004,31.763999938964844,0
69.0,0.40718600153923035,31.763999938964844,0
69.0,0.40718600153923035,31.72100067138672,0
69.0,0.4063059985637665,31.72100067138672,0
69.0,0.3701710104942322,31.631000518798828,0
69.0,0.3701710104942322,31.631000518798828,0
69.0,0.4084300100803375,31.768999099731445,0
69.0,0.4084300100803375,31.768999099731445,0
70.0,0.4084300100803375,31.768999099731445,0
70.0,0.4006649851799011,31.82900047302246,0
70.0,0.4006649851799011,31.82900047302246,0
70.0,0.38734400272369385,31.82900047302246,0
70.0,0.3990100026130676,31.749000549316406,0
70.0,0.3990100026130676,31.749000549316406,0
70.0,0.3788830041885376,31.81999969482422,0
70.0,0.3788830041885376,31.81999969482422,0
70.0,0.41585299372673035,31.81599998474121,0
70.0,0.41585299372673035,31.81599998474121,0
70.0,0.4076400101184845,31.81599998474121,0
