HR,EDA,TEMP
,0.2809140086174011,34.224998474121094
,0.260794997215271,34.41600036621094
,0.260794997215271,34.41600036621094
,0.263731986284256,34.356998443603516
,0.28389498591423035,34.356998443603516
,0.2771410048007965,34.297000885009766
,0.2771410048007965,34.297000885009766
,0.28905099630355835,34.305999755859375
,0.28905099630355835,34.305999755859375
82.0,0.28905099630355835,34.305999755859375
82.0,0.2796599864959717,34.305999755859375
82.0,0.2796599864959717,34.380001068115234
82.0,0.29502201080322266,34.380001068115234
82.0,0.30229198932647705,34.37699890136719
82.0,0.30229198932647705,34.37699890136719
82.0,0.30166301131248474,34.340999603271484
82.0,0.30166301131248474,34.340999603271484
82.0,0.3027920126914978,34.32500076293945
82.0,0.3120020031929016,34.32500076293945
82.0,0.28847500681877136,34.31800079345703
82.0,0.28847500681877136,34.31800079345703
82.0,0.2918649911880493,34.38600158691406
82.0,0.2918649911880493,34.38600158691406
82.0,0.31343600153923035,34.45100021362305
82.0,0.31343600153923035,34.45100021362305
79.0,0.31343600153923035,34.45100021362305
79.0,0.27749499678611755,34.45100021362305
79.0,0.2800990045070648,34.40800094604492
79.0,0.2800990045070648,34.40800094604492
79.0,0.30375799536705017,34.388999938964844
79.0,0.30375799536705017,34.388999938964844
79.0,0.2818810045719147,34.41699981689453
79.0,0.2818810045719147,34.41699981689453
79.0,0.28787800669670105,34.499000549316406
79.0,0.28787800669670105,34.499000549316406
79.0,0.2927129864692688,34.499000549316406
79.0,0.30166301131248474,34.358001708984375
78.0,0.29208600521087646,34.26100158691406
78.0,0.29208600521087646,34.26100158691406
78.0,0.31528300046920776,34.32600021362305
78.0,0.31528300046920776,34.32600021362305
78.0,0.2925029993057251,34.24700164794922
78.0,0.2925029993057251,34.24700164794922
78.0,0.29115599393844604,34.24700164794922
78.0,0.29440999031066895,34.284000396728516
78.0,0.2967970073223114,34.37099838256836
78.0,0.2967970073223114,34.37099838256836
83.0,0.2967970073223114,34.37099838256836
83.0,0.2738890051841736,34.3380012512207
83.0,0.2738890051841736,34.3380012512207
83.0,0.2886190116405487,34.3380012512207
83.0,0.2891469895839691,34.323001861572266
83.0,0.2891109883785248,34.35300064086914
83.0,0.2702600061893463,34.25899887084961
83.0,0.29115599393844604,34.25899887084961
83.0,0.29844000935554504,34.25400161743164
83.0,0.29844000935554504,34.25400161743164
83.0,0.2666639983654022,34.215999603271484
83.0,0.2666639983654022,34.215999603271484
80.0,0.2666639983654022,34.215999603271484
80.0,0.2830750048160553,34.305999755859375
80.0,0.2843819856643677,34.305999755859375
80.0,0.28426599502563477,34.23899841308594
80.0,0.28426599502563477,34.23899841308594
80.0,0.2673819959163666,34.209999084472656
80.0,0.2673819959163666,34.209999084472656
80.0,0.29967400431632996,34.303001403808594
80.0,0.29967400431632996,34.303001403808594
80.0,0.3099440038204193,34.303001403808594
80.0,0.27681100368499756,34.34400177001953
80.0,0.27681100368499756,34.34400177001953
82.0,0.27681100368499756,34.34400177001953
82.0,0.2852810025215149,34.36199951171875
82.0,0.2852810025215149,34.36199951171875
82.0,0.3024899959564209,34.404998779296875
82.0,0.3024899959564209,34.404998779296875
82.0,0.2879619896411896,34.38800048828125
82.0,0.2959510087966919,34.38800048828125
82.0,0.3115819990634918,34.38100051879883
82.0,0.3115819990634918,34.38100051879883
82.0,0.301937997341156,34.305999755859375
82.0,0.2875809967517853,34.23899841308594
82.0,0.2875809967517853,34.23899841308594
83.0,0.2875809967517853,34.23899841308594
83.0,0.2819960117340088,34.23899841308594
83.0,0.2943100035190582,34.244998931884766
83.0,0.2943100035190582,34.244998931884766
83.0,0.3071790039539337,34.28300094604492
83.0,0.3071790039539337,34.28300094604492
83.0,0.2777389883995056,34.194000244140625
83.0,0.29104700684547424,34.194000244140625
83.0,0.2919510006904602,34.367000579833984
83.0,0.2919510006904602,34.367000579833984
83.0,0.28887099027633667,34.47800064086914
